author,comment,likes,published_at
@SimamoraRoberto,"*Kasus Kebijakan Publik Nyata Di Depan Mata*
-------------------------------------

*Mantan Menteri Agama (2014-2019) dan Wakil Ketua MPR (2009-2014) Lukman Hakim Saifuddin, menyatakan bahwa penetapan Hari Nasional biasanya dilakukan melalui Keputusan Presiden (Keppres), atau peraturan yang lebih tinggi tingkatannya, bukan Keputusan Menteri (Kepmen) yang secara hirarkis ada di bawahnya (Saifuddin, 2025).*

Pertanyaannya adalah:

1. Penetapan Hari Kebudayaan Nasional melalui Kepmen Fadli Zon No.162/M/2025 memiliki legitimasi kuat atau tidak?

2. Keputusan Menteri Fadli Zon No.162/M/2025 mengikat lintas kementerian/lembaga, masyarakat adat dan budayawan dari Sabang sampai Merauke, dan masyarakat umum atau tidak?

*Semoga bisa dipertimbangkan, didiskusikan, diperjuangkan, dilakukan riset, dan direnungkan kita semua...!!!*",0,2025-09-02T10:06:49Z
@AleshaRahma-rk4hn,Adili jokowi & makzulkan gibran,0,2025-09-02T10:02:45Z
@SimamoraRoberto,Lebih baik tuntutan yang berkontribusi terhadap perekonomian nasional maupun lokal melalui ekonomi kreatif dan pariwisata yang di utamakan. Lumayan lapangan kerja baru berbasis digital terbuka.,0,2025-09-02T09:51:28Z
@BenGeraldo-f7x,Tuntutan 17+8 tak seluruhnya berkontribusi terhadap perekonomian nasional.,0,2025-09-02T09:44:50Z
@BenGeraldo-f7x,"Bayangkan berkat tuntutan terkait kebudayaan, startup digital seni dan budaya meningkat dan UMKM berbasis ekonomi kreatif dan pariwisata meningkat juga.",0,2025-09-02T09:42:36Z
@BenGeraldo-f7x,"Tuntutan yang paling logis adalah tuntutan terkait kebudayaan, sehingga mendorong kemajuan pariwisata, dan peningkatan ekonomi kreatif sehingga memajukan UMKM berbasis ekonomi kreatif dan pariwisata dan meningkatkan jumlah startup digital seni dan budaya.
Selain itu, tuntutan yang paling logis lainnya adalah tuntutan yang terkait pengesahan RUU Perampasan Aset menjadi UU Rampasan Aset, jika terwujud UU Perampasan Aset maka aset-aset koruptor dapat dijadikan aset negara yang berkontribusi terhadap perekonomian nasional.",0,2025-09-02T09:41:06Z
@YumireEdits,"Hentikan MBG dan berbagai proyek yang hanya untungkan elite politik berikut kroni. Realokasi anggarannya untuk beasiswa bidik misi (uang dibelanjakan, ekonomi jalan), kurangi beban rakyat berupa penurunan pajak (di saat sama kurangi belanja tunjangan pejabat, dan naikkan pajak orang kaya), buka lapangan kerja seperti janji kampanye, sebar dana pembangunan ke daerah (agar ekonomi kembali jalan, paling tidak seperti sebelumnya), belanjakan kembali dana kesehatan dan pendidikan yang terkait layanan dasar. Tanpa ini, rakyat susah. Pemipin harus berani. Termasuk tidak populer dihadapan petinggi parpol, konglomerat, dll. Tolong selamatkan NKRI!",0,2025-09-02T09:31:07Z
@HerawaniMamonto,S7 ❤👍,0,2025-09-02T09:26:28Z
@Erlina-m8u,"Seperti apa 17 + 8 tuntutan para pendemo itu, apakah semuanya bisa membuat kenyang perut rakyat, apakah bisa bikin hidup rakyat sejahtera ?

Dari sejak lahir sampai usia remaja perut SAYA kenyang dan hidup SAYA sejahtera, yang membuat perut SAYA kenyang dan hidup SAYA sejahtera adalah kedua orang tua SAYA sendiri, bukan orang lain, bukan pemerintah, bukan siapa pun. Kemudian setelah itu perut SAYA kenyang dan hidup SAYA sejahtera hasiL dari usaha SAYA sendiri kerja di luar negeri selama lebih dari 22 tahun, bukan hasil dari pemberian orang lain, bukan hasil dari pemberian siapa, bukan pemberian dari pemerintah.

Jadi, 27 + 8 tuntutan para demonstran kepada pemerintah itu apakah berguna bagi orang - orang seperti SAYA dan keluarga SAYA ?

SAYA bukan pegawai negeri, bukan pegawai swasta, bukan karyawan pabrik, bukan ojol, bukan sebagai apapun, bukan berpropesi sebagai apapun di negeri ini.

SAYA hidup dengan harta hasil dari kerja SAYA sendiri di luar negeri selama lebih dari 22 tahun. Jadi, 17 + 8 tuntutan para demonstran tidak berguna dan tiada menguntungkan bagi SAYA dan bagi orang - orang seperti SAYA di negeri ini.😮😮😮",0,2025-09-02T09:16:29Z
@dreamdreamone,"sepanjang pemerintah belum merespon aspirasi rakyat jgn harap demo berhenti, tuntutan 17+8 itu sudah mewakili aspirasi rakyat, tinggal pemerintah dan dpr respon atau ga, bila tidak cepat atau masih budek mk tunggulah akibatnya",0,2025-09-02T09:16:16Z
@selycradio6327,Seharusnya pemerintah mengabulkan tuntutan rakyat yang penting jgn sampai semua tuntutan tidak di perdulikan,0,2025-09-02T09:16:15Z
@ronroon234,Masih bamyak termul...susah nih pak Prabowo...,0,2025-09-02T09:14:38Z
@pandie26,"9. Hukuman mati bagi koruptor 
(korupsi dalam bentuk apapun di atas 100 juta penjara minimal 15 tahun, di atas 500 juta penjara minimal se umur hidup, di atas 1 milyar wajib hukuman mati)",0,2025-09-02T09:13:43Z
@lovisawongkar4440,GOOD JOB KAWAN2🎉❤🎉❤,0,2025-09-02T09:10:51Z
@raneemoontaz3694,Saya yg tuntunan TNI minta ditarik gak setuju. Mau jadi apa negara ini kalau TNI hanya diam saja?sama aja u membiarkan orang orang ngawur berbuat seenaknya. Mikr apa u para influencer,0,2025-09-02T09:05:04Z
@wawawewaboi,"Kagak ada bakal diturutin, ini cuma perebutan minyak aja ternyata, yang satu mau bertahan pake kekerasan yg satu mau ngerebut, rakyat yg dibego begoin influencer 😂",1,2025-09-02T08:40:32Z
@KunPifit,TUNTUTAN PERUSAK HARUS DITANGKAP,0,2025-09-02T08:39:41Z
@sfsf7637,Inilah munafik nya para mantan pendukung Jokowi mrk sekarang bru koar2menutut hal yg sdh ada dijmn 10thn Jokowi knpa pada saat itu mrk diam bahkn duduk manis,0,2025-09-02T08:26:50Z
@BossEdi-j3h,🎉❤ yg harus di tindak tegas dan diadili itu Siapa?? Tafakur berfikir sejenak itu lebih baik 😊🎉❤🎉😢🎉❤😮😢❤,0,2025-09-02T08:11:23Z
@rafaelmanalu5926,"Contoh tuntutan yang logis:

*TRITURA GEN-Z Kepada Pemerintah Indonesia*
--------------------------------------------

1.  *Cabut Kepmen Fadli Zon No.162/M/2025.*

Alasannya:

a. Prof. Asvi Warman Adam (Profesor Riset Bidang Sejarah Sosial Politik LIPI) pernah mempertanyakan, penetapan Hari Nasional atau Hari Bersejarah itu kewenangan siapa? Kewenangan Menteri atau Presiden? (Adam,16 Juli 2025).

b.Menurut Lukman Hakim Saifuddin (Menteri Agama RI 2014–2019), penetapan Hari Nasional lazimnya dilakukan melalui Keppres, bukan peraturan di bawahnya seperti Kepmen (Saifuddin, 14 Juli 2025).

c.Minim legitimasi karena tidak melibatkan masyarakat adat dan budayawan dari Sabang sampai Merauke, dan tidak melibatkan DPR dalam menetapkan hari kebudayaan nasional. 

d.Peraturan Pemerintah No. 66/1951 hanya mengatur tentang Lambang Negara, bukan tentang Hari Kebudayaan Nasional. Dari Pasal 1 hingga Pasal 7, Peraturan Pemerintah tersebut hanya membahas unsur-unsur Lambang Negara, yaitu Burung Garuda, Perisai, semboyan Bhinneka Tunggal Ika, dan falsafah Pancasila.
Fakta administratif menunjukkan bahwa Peraturan Pemerintah No. 66/1951 ditetapkan dan ditandatangani oleh Presiden Soekarno pada tanggal 17 Oktober 1951. Namun, tidak ada satu pasal pun dalam PP tersebut yang mengatur tanggal 17 Oktober sebagai hari kebudayaan. Dengan demikian, tanggal penetapan administratif PP No. 66/1951 tidak memiliki korelasi langsung dengan hari kebudayaan nasional, melainkan berkorelasi langsung dengan Lambang Negara. Oleh karena itu, jika tanggal 17 Oktober hendak dijadikan hari nasional berdasarkan PP ini, maka yang lebih tepat adalah Hari Lambang Negara, bukan Hari Kebudayaan Nasional.
Dengan demikian, penggunaan PP No. 66/1951 sebagai dasar simbolik dalam Keputusan Menteri Kebudayaan No. 162/M/2025 tergolong tidak tepat secara yuridis maupun substantif. Penggunaan  PP tersebut menimbulkan pertanyaan bagi publik dan DPR.

e. Semua warga negara memiliki hak untuk beribadah sesuai dengan keyakinannya. Pemerintah berkewajiban untuk melindungi setiap pemeluk agama.
Pemerintah Indonesia melalui kementerian agama, kementerian kebudayaan, dan kementerian pariwisata harus memerintahkan jajarannya termasuk balai pelestarian budaya untuk secara proaktif memfasilitasi peribadatan umat Budha dan Hindu di Candi Borobudur, Candi Prambanan, Candi Ijo, dan candi-candi Hindu-Budha lainnya.
Inilah esensi dari toleransi yang sesungguhnya. Dan inilah salah satu alasan mengapa Gen-Z, masyarakat adat, budayawan, dan sejarawan dari Sabang sampai Merauke mendorong pencabutan Kepmen Fadli Zon No.162/M/2025 dan menggantinya dengan Keppres Hari Kebudayaan 20 Agustus karena pengkultusan Individu melalui Kepmen Fadli Zon bukanlah kearifan lokal dan toleransi, mengapa?

Karena:

*Pengkultusan individu melalui Kepmen Fadli Zon No. 162/M/2025 menegasikan prinsip-prinsip kolektivitas, pluralitas, dan kebebasan yang merupakan esensi dari kearifan lokal dan toleransi.*


f. Tetapkan tanggal 20 Agustus sebagai Hari Kebudayaan Nasional melalui Keputusan Presiden (Keppres) mengingat dan menimbang bahwa pada tanggal 20 Agustus 1948 terjadi Kongres Kebudayaan Pertama setelah Kemerdekaan Indonesia di Magelang. Dan di Magelang ada Candi Borobudur, ada Akmil, dan sejarah Kongres Kebudayaan pasca Kemerdekaan Indonesia.

2. *Hentikan segala bentuk intoleransi dan intimidasi terhadap minoritas.*

3. *RUU Perampasan Aset harus segera disahkan sebagai UU Perampasan Aset.*

Jika 3 tuntutan rakyat ini tidak terpenuhi, maka Partai Semut (🐜) dan seluruh warganya akan tetap menyatakan GOLPUT pada Pemilu 2029 mendatang.


Pertanyaan untuk kita semuanya:

*1. Apa dasar historis dan yuridis penetapan Hari Kebudayaan Nasional pada tanggal 17 Oktober melalui Keputusan Menteri Fadli Zon No.162/M/2025?*

*2. Momentum kebudayaan apa yang terjadi pada tanggal 17 Oktober 1951? Adakah sejarah kebudayaan yang monumental pada tanggal 17 Oktober 1951, sehingga tanggal 17 Oktober layak ditetapkan sebagai Hari Kebudayaan Nasional melalui Keputusan Menteri Fadli Zon No.162/M/2025?*

From:
*Ketua Umum Partai Semut (🐜)*

*Partai Semut (🐜), Partai Sejahtera dan Bermutu...!!!*

*Catatan:*

1. Semut (🐜 ) adalah simbol warga negara biasa yang selalu berjuang dan bekerjasama dalam kehidupan ini.

2. Koloni Semut (🐜) adalah simbol kerjasama, persatuan, dan gotong royong rakyat.

3. Bahkan seekor semut pun bisa melukai Gajah dan Banteng jika masuk melalui telinga dan hidung Gajah dan Banteng.

4. Koloni Semut (🐜) dapat melukai Elang.

5. Pelajari Sejarah Kongres Kebudayaan I Pasca Kemerdekaan Indonesia di Magelang tanggal 20 Agustus 1948. Ok.

*❤ Candi Borobudur (Warisan Situs Dunia dan Budaya Nusantara yang diakui oleh UNESCO).*

❤️ *Kongres Kebudayaan I Pasca Kemerdekaan di Magelang tanggal 20 Agustus 1948 (Warisan Historis Kebudayaan).*

❤️ *Akmil di Lembah Tidar (Warisan Pertahanan Nasional).*

❤️ *Magelang*
 
❤️ *Jawa Tengah*
 
❤️ *Indonesia*

❤ *Jokowi*

*Magelang adalah simbol sinergi budaya, bela negara, pertahanan, dan ekonomi kreatif...!!!*

*Dari Magelang Untuk Indonesia...!!!*

*Horas...Horas...Horas....!!!*

*Salam Indonesia Raya, Merdeka....!!!*",0,2025-09-02T08:10:07Z
@yudhidharmawan8562,Bagaimn dgn adanya keinginan prabowo utk polisi yg bertugas tangani demonstran dinaikkan pangkat luar biasa ?hal ini menyumbat tuntutan demonstran utk terwujud,0,2025-09-02T08:08:38Z
@rafaelmanalu5926,"Untuk yang ribut-ribut mengenai bubarkan DPR, tanya ke diri kalian:

1. Apakah sistem pemerintahan di Indonesia, sistem parlementer?

2. Apakah ada pasal pada UUD'45 hasil amandemen ke 4 yang berbunyi: *Presiden memiliki kewenangan untuk membekukan MPR/DPR?*

3. Apakah Gus Dur melalui Dekrit Presiden 23 Juli 2001 berhasil membekukan MPR/DPR?",0,2025-09-02T08:06:52Z
@rafaelmanalu5926,"I Stand With TNI
TNI harus di BKO kan untuk mengamankan aksi-aksi anarkis termasuk penjarahan.
❤ TNI-POLRI",0,2025-09-02T08:02:03Z
@manihardimanihardi2417,Batalkan tunjangan DPR batal kan kenaikan pajak,1,2025-09-02T07:52:18Z
@manihardimanihardi2417,Bebaskan masyarakat yang ditangkap polisi ❗❗,0,2025-09-02T07:51:01Z
@rafaelmanalu5926,"Buat tuntutan itu harus logis. 
Takkan tercapai tuntutan 17+8.
Aku pro TNI, TNI harus di BKO kan untuk mengamankan aksi-aksi anarkis. Akupun tak suka melihat  aksi-aksi anarkis termasuk penjarahan.

❤ TNI-POLRI",0,2025-09-02T07:49:49Z
@bratasenav4354,"Kpd Presiden Prabowo Subianto 
Tunjukan, l am the leader !!
Rakyat hanya menuntut 3 hal 
1 Makzulkan Gibran 
2 Adili Jokowi 
3 Bersihkan pejabat busuk 
(Eksekutif, yudikatif dan legislatif)",8,2025-09-02T07:43:33Z
@muhammadhasan9719,"Kenapa ga ada Tuntutan : Penuntasan Pelanggaran HAM : Kanjuruhan, Kematian 700 KPPS, KM50, dll...",2,2025-09-02T07:00:09Z
@kuntjorotedjasetiana747,"Bikin KPI nya profesional bngt. Jelas, detail",0,2025-09-03T05:22:45Z
@hanifabadi8987,Ini sudah diajukan resmi k MPR/DPR?,0,2025-09-03T04:40:56Z
@akhmadkholik147,"Karena demonstrasi rawan disusupi oleh orang-orang yang tidak senang pada pemerintahan 
Makanya bila tidak ingin terjadi hal-hal yang bisa membuat negara kacau balau, memecah persatuan dan kesatuan penuhi tuntutan rakyat 
Ingat saat orde Baru pemerintahan otoriter tidak membawa kebaikan bahkan rawan disusupi asing",0,2025-09-03T02:30:06Z
@mbilar826,Kawal 17+8 maju merdeka,1,2025-09-03T02:25:31Z
@akhmadkholik147,Kalau ingin meredam kemarahan rakyat DPR dan pemerintah harus merealisasikan tuntutan demontrasi kemarin,0,2025-09-03T02:24:46Z
@TaufikHidayat-e8k,"REVOLUSI INDONESIA
1. HUKUM MATI DAN MISKINKAN
     KORUPTOR
2.  CABUT OTSORSING BURUH
3.  PECAT SELURUH DPR
4.  RUBAH HUKUM PENINGGALAN
      KOLONIAL BELANDA
5.  HANCURKAN KOMUNISME
      DI INDONESIA
6.  HANCURKAN MAFIA 
     DI INDONESIA
7.  TERAPKAN UU KEBRBASAN 
     PERPENDAPAT BAGI RAKYAT
     DAN MEDIA.",0,2025-09-03T01:47:26Z
@sopianlubis5181,generasi masadepan,0,2025-09-03T01:06:41Z
@kasirmunandar6070,Cara cerdas bukan omon2,0,2025-09-03T01:03:32Z
@hplapakchanel4660,skalian bubarin ormas sampah yang ga guna,0,2025-09-02T22:27:36Z
@dianhermayadi8381,Tuntutannya cukup dua saja : UU perampasan aset dan tunjangan  dan dana aspirasi dpr dihapus.,0,2025-09-02T20:14:37Z
@MachoSyah,Sudah jangan kasih toleransi untuk korupsi..RUU Untuk Hukuman Mati..jangan kasih peluang koruptor..indonesia sudah sakit parah korupsi dimana2,0,2025-09-02T18:36:50Z
@tvonline-g1b,"Yang ngerancang tuntutan kurang canggih.terkesan kebelet juga duduk disenayan kaya aktifis 98.
Kenapa nda ada hukuman mati nya",0,2025-09-02T17:57:32Z
@irmakyotochan,"- Ganti anggota KPK dgn yang jujur, adil.. tak ada tembang pilih dlm pemeriksa korupsi.
- Para buruh, NAKES, guru, ojol dinaikan gajinya, terutama NAKES gajinya terlalu minim sx.. pantasnya 5-6jt
- Hapus MBG.. ganti dgn pendidikan & perobatan gratis.
- Hapus kontrak kerja (Obsorsing), sangat merugikan pekerja.
- Hrs ada yang mengawasi kinerjanya anggota dewan saat rapat, yg tidur, main hp & tidak serius kerja.. sbg sanksi gajinya dipotong 500rb jika diulangi lagi potong 1jt.
- Pengurangan wakil menteri, sbg penghematan anggaran
- Hapus PBB, 
Rakyat beli & bangun rumah sendiri.. saat bangun rumah  kena pajak IMB.. rumah dah siap, dipajaki lagi.. menyusahkan rakyat..
- Pajak berlaku bagi setiap rakyat lndonesia.. tidak terkecuali DPR, MPR & para mentari baik institusi manapun.


.
-",0,2025-09-02T17:15:33Z
@EdiSuwandi-p6l,17 + 8 + 1945,0,2025-09-02T16:54:05Z
@emonnha6696,Mantap smoga berhasil,0,2025-09-02T15:00:18Z
@higherwesoarsmallerweappea8507,"Mo 25, mo 12, bahkan mo dikit,, 2-3 tuntutan saja sekalipun....
Tidak akan terjadi apa2...
....
27 tahun REFORMASI berlalu,,
praktis tidak terjadi apa2
....
kenapa tiba2 yakin bisa BERUBAH drastis?
Memang apa istimewanya 2025?
Apa istimewanya presiden ke-8?",0,2025-09-02T14:57:21Z
@hendrahermawan7537,Kurang hukum mati koruptor nya,0,2025-09-02T14:44:12Z
@darxenxv2487,"Seharusnya tambah 1 syarat lagi yang paling PENTING dan HARUS dilakukan oleh DPR kedepannya untuk Indonesia, yaitu ""HAPUS"" semua agama yang ada di Indonesia, ke-enam enamnya, baik di sekolah-sekolah, universitas-universitas, dan di tempat-tempat umum bahkan di KTP pun status agama juga HARUS dihilangkan, mulai dari agama islam, kristen, katolik, hindu, buddha dan konghucu. Jadikan generasi anak bangsa menjadi generasi agnostik atau bahkan lebih baik menjadi ateis, itu baru Indonesia akan bakal menjadi negara maju dan bukan lagi negara yang terbelakang.",0,2025-09-02T14:26:27Z
@Melonistie,Hukuman mati buat koruptor kagak ada ya tong,0,2025-09-02T13:55:49Z
@marialena3840,"Melihat respon presiden atas demo besar kemarin. Menurut pandangan saya. Presiden kurang berkenan dengan tuntutan tsb, buktinya ketika menengok petugas polri yg menjadi korban dalam demo tsb, presiden mengungkapkan tidak mau mundur terhadap mafia dan lain lain. Tampaknya para rakyat itu kastanya lbh bawah dari beliau... Kita harus turut apa yg sdh beliau kasih karena menurut beliau itu sudah terbaik yang dia kasih. 

Jadi supaya aspirasi ini dapat diakomodir,,,, teman teman pejuang ini tampak akan mengalami jalan terjal karena perbedaan cara pandang. 
Selamat berjuang teman teman... 💪💪💪.",1,2025-09-02T13:39:09Z
@itouzhu7386,"Kawal terus tuntutan 17+8.
Sebarkan ke rakyat, kita bersatu kita kuat, amankan pihak provokator yang ingin mengadu kita. Ayo kita saling jaga sesama rakyat walau berbeda agama suku etnis kita tetap rakyat Indonesia merdeka",4,2025-09-02T13:14:06Z
@musikkita496,"Ojek online kok seakan akan kaya paling penting banget sih padahal kan mereka semacam taxi 
Kenapa kok Gak mikirin petani apa pekerja kuli apa driver truk itu kan lebih penting daripada ojol",0,2025-09-02T12:36:22Z
@ElNino-p9j,"Kenapa  Tuntutan UU perampasan aset  Harus jangka panjang.. 
Itu rakyat apa pejabat",2,2025-09-02T12:35:23Z
@agustinussibarani6588,Gak ada yang nyinggung MBG? 300 T setahun gak ada yang nyinggung itu?,0,2025-09-02T12:14:15Z
@Mr.AProject9878,Bisa pas bgt hitungan nya yaa...17 + 8 (17 Agustus) cuma kurang 1 hukum mati koruptor!!.😓🤦🏻‍♂️😅,0,2025-09-02T12:06:27Z
@BasUki-h2l,Gak menyinggung BUMN yg penjabatnya gaji segunung & pekerjanya tanggungan segunung😂😂,0,2025-09-02T12:05:13Z
@bastianbatang5882,DPR & pemerintah bersekongkol sengsarakan rakyat,0,2025-09-02T12:04:37Z
@Slurrrrrrrrr,PERAMPASAN ASET HARUS DI TERIMA TENGGAT WAKTU 5 SEPTEMBER,0,2025-09-02T11:52:18Z
@user-vr8ql,"Korupsi dan transparansi anggaran harusnya jangan di DPR saja tapi di semua institusi negara termasuk lembaga pemerintahan, kepolisian, BUMN ,bumd ,termasuk bank2 daerah milik pemerintahan dsbnya
Selama ini karena tidak transparan maka rakyat tidak bisa ikutan mengawasi dan terkesan tebang pilih
Mana bisa tau ada korupsi dana CSR bi, Bank Jabar , dsbnya kalau kasusnya nggak diangkat atau dipublikasi?
Bahkan sekelas BPK yg periksa penggunaan uang saja apa bersih dari praktek suap untuk keluarkan predikat penilaian macam wtp dsbnya? Dan jangan lupa minta hak jawab untuk segala pertanyaan yang ditujukan ke pemerintah. Selama ini nggak ada jawaban memuaskan dari pemerintah jika yang bertanya cuman ""rakyat jelata"", nggak sekalipun ada penjelasan kenapa napi bisa diangkat jadi komisaris BUMN ?",0,2025-09-02T11:43:12Z
@triadji1335,Pecat Kapolri enggak ada.. Ini versi siapa??? bukan versi mahasiswa ya..,0,2025-09-02T11:36:40Z
@kai-mv1cd,"HAI PARA ABDI NEGARA
JADILAH CONTOH YG BAIK BAGI GENERASI PENERUSMU,
SETIDAKNYA BAGI ANAK ANAKMU SENDIRI.,
 JIKA ANDA PUNYA PRESTASI  NEGARA INI PASTI MENGGAJIMU SELAYAKNYA, DAN AKAN JADI SEMANGAT BAGI GENERASI SELANJUTNYA UTUK MENJADI SEPERTIMU,
 DAN JIKA ANDA HANYA MENJADI ORANG YG MERUGIKAN BANGSA, ANAKMU PUN MALU PUNYA ORANGTUA SEPERTIMU.",1,2025-09-02T10:46:03Z
@adijunaidi9519,sahkan UU Perampasan aset koruptor..koq gak ada bro..,0,2025-09-02T10:39:34Z
@richy1416,"Brother, let's we followed 17+8 to let's we go Indonesia of gold🎉🎉
I think Indonesia has more over of Tiranian, Oligarki and more corruption.
The people has to go to hard work in every civilian.
Thank You❤",0,2025-09-02T09:56:02Z
@jamkosong88,Kalau tuntutan ojol yang sudah demo bertahun tahun tidak juga di penuhi.. akan jadi Bom Waktu,2,2025-09-02T09:54:39Z
@hope-b3f4x,17+8+45 juta lapangan kerja baru,0,2025-09-02T09:53:41Z
@MuhammadArfandi-pt8wk,"Tuntutan nya masuk akal...
Itu emang be er2 suara rakyat...nah ini baru demo yg bener dan tuntutan nya pun mewakili 90%  rakyt indonesia",0,2025-09-02T09:42:23Z
@kakekmuda5890,"Kenapa dpr enggan me realisasi kan 
Uu perampasan aset. 

Karna mereka semuanya korupsi",0,2025-09-02T09:36:25Z
@JakaSembung-v2o,"DPR RI TDK AKAN BUBAR, DPR RI TDK AKAN ADA LAGI TUNJANGAN, DPR RI TDK AKAN ADA LAGI UANG PENSIUN,DPR RI TIDAK AKAN ADA LAGI MENIKMATI FASILITAS LAENYA, DPR RI AKAN MENSAHKAN UUD PERAMPASAN ASET😂😂😂😂😂😂😂ITU SEMUA TIDAK AKAN TERWUJUD SEBAB INDONESIA DI KUASAI OLEH PARA PARTAI POLITIK😂😂😂😂😂SEBAB DPR RI ADALAN TANGGA ATAU JALAN BAGI PARA PARTAI POLITIK MEMPEROLEH KEKAYAAN DAN KEKUASAAN😂😂😂",0,2025-09-02T09:33:52Z
@dmr7490,"UUD Perampasan Aset?
Saya tidak setuju
Saya lebih setuju kalau pelaku beserta keluarganya dibunuh",0,2025-09-02T09:32:57Z
@pandie26,"9. Hukuman mati bagi koruptor 
(korupsi dalam bentuk apapun di atas 100 juta penjara minimal 15 tahun, di atas 500 juta penjara minimal se umur hidup, di atas 1 milyar wajib hukuman mati)",0,2025-09-02T09:15:35Z
@nahrafjay4002,Ayo gelorakan reformasi partai politik klo bisa pangkas saja jumlah partai politik,0,2025-09-02T09:11:05Z
@nahrafjay4002,"Presiden tdk akan mampu melaksanakan tuntutan rakyat karena terganjal ego partai politik yg mendukungnya
Rakyat hrs berani menjadi menjadi ujung tombak pak presiden melawan ambisi partai yg menentang kebijakan beliau",0,2025-09-02T09:09:31Z
@fajarhidayatasbar4323,Keren tuntutannya,0,2025-09-02T09:06:41Z
@mariasribudirejeki3707,"Yg jangka panjang point 4 sptny tumpang tindih dgn program jangka pendek sptny sdh ada. Tuntutan  mensahkn uu Perampasan aset hrsny msk jangka3 pendek...soalny hal itu sdh didesak rakyat sjk lama...msh diberi waktu 1 th,...sptny anggota DPR mmg sengaja mengabaikan UU itu sjk dulu.",0,2025-09-02T09:04:26Z
@lindawulan5331,Generasi muda Indonesia benar²  cerdas& tangguh🎉salut🎉,9,2025-09-02T09:01:18Z
@onepiece-w7x,MAKZULKAN GIBRAN WAPRES ANAK HARAM KONSTITUSI!,0,2025-09-02T08:59:32Z
@didiss8555,upppp gann,0,2025-09-02T08:20:42Z
@denidaus3525,Kurang greget tuntutannya..msih jauh,0,2025-09-02T08:16:56Z
@lichisi,"perberat hukum koruptor masa iya korupsi triliunan 12 tahun sudah bebas . minimal seumur hidup
perekrutan polisi asn harus bersih dari sogok menyogok",3,2025-09-02T08:01:56Z
@roblox-h2i4q,"Rakyat demo santun damai tidak di dengar. Giliran rakyat demo keras di benturkan dgn aparat bersenjata, dibilang anarkis, hendak makar. DASAR BANGKE KALIAN!!!",0,2025-09-02T07:57:12Z
@cenel2an,"Eksekutif berasa legislatif, legislatif berasa eksekutif.  
Eksekutif berasa legislatif, ini gak cukup berbahaya, 
Tapi saat legislatif berasa eksekutif, maka Presiden hanya jadi boneka atau diremote para elite politik yakni ketum2, dan legislatif ini gak cuma seorang tapi ratusan dan mereka integrasi ke ketua. Dan parahnya mereka menggunakan Aparatkeparat untuk melindungi mereka dgn arogan. So ini berbahaya makanya yg diteriakkan itu BUBARKAnN DPRr. 
BUBARKAnN DPRr BUBARKAnN partaiiiie 🔥🔥🔥",0,2025-09-02T07:54:40Z
@rellyyy5198,"Tambahin dong:
- Tegakkan hukum berkeadilan. Bukan hukum tebang pilih. 
- Penegak hukum yg bersih, berintegritas & bebas intervensi. 

Jangan sampe UU perampasan aset dijadikan alat utk menyandera/menekan bawahan & yg berseberangan.",2,2025-09-02T07:34:40Z
@risandisofyan8145,"hati2, poin kembalikan TNI ke barak dan  hentikan keterlibatan TNI dlm pengamanan sipil  (menjaga kejaksaan) titipan koruptor, poin yg lain bagus tapi poin inti yg diperjuangkan yakni jgn libatkan TNI.",0,2025-09-02T07:21:42Z
@YASEP.I.N,Quick respon dari pemerintah dan DPR biar negara ini kembali aman,1,2025-09-02T07:17:02Z
@vtchatarina,"GAK SETUJU YG 7 utk agustus 2026 !! ANEH…. SECEPATNYA UU PERAMPASAN ASET, ROMBAK GAJI&TUNJANGAN DPR",2,2025-09-02T07:00:26Z
@muhammadhasan9719,"Kenapa ga ada Tuntutan : Penuntasan Pelanggaran HAM : Kanjuruhan, Kematian 700 KPPS, KM50, dll...",1,2025-09-02T06:57:49Z
@topfish_boy1233,Tapi mana tuntutan uu perampasan asset??? Petbaikan Uu kpk?,1,2025-09-02T06:48:23Z
@alesaputry,"Setuju,,suarakan terus",4,2025-09-02T06:43:39Z
@airpasang,"Tuntutnya ngak masuk bro..harusnya hukuman mati dan sita aset koruptor..ada di posisi pertama ada di nomer 1..baru yang nomer 2 masalah turunkan pajak.dan ke 3 hilangan tunjangan dpr.
Yg inti inti harusnya taruh di atas..jgan di tengah atau di bawah naruhnya..orang baca sekilas aja udah lupa klu di taruh tengah atau bawah...apa lagi yg baca pejabat..",2,2025-09-02T06:34:29Z
@Solikin-sp6rv,turunkan pajak belum ada itu,3,2025-09-02T06:30:30Z
@dolphinorsso241,"RUU Perampasan Asset di nomor 4? Ngaco. Ini harus nomor 1. Ditambah perberat hukuman utk koruptor maka 7 point lain gak perlu otomatis DPR bersih sendiri. Gimana sih. Masa gak tau mana yg prioritas. Orang bilang negara kita kaya sumber alam, mana kaya nya wong gak ada duitnya karena dikorup.",1,2025-09-02T06:07:22Z
@ibnuulwan6160,"Tambah lagi tu...
Hapus Amnesti dan Remisi untuk Tahanan Koruptor",23,2025-09-02T06:05:00Z
@husnimubarok9115,Wajahnya Mirip Koruptor Reza Halid 😂,1,2025-09-02T06:04:39Z
